pigID_weekOfSampling,week,room,pen,transmission_chain,new_infection,Introduced,Removed,switched_from_pen,switched_from_room,genome_clade,genome_classification,ORF5_clade,ORF5_classification,ORF5_match_count,ORF5_matching_samples,Notes
545_0,0,Farrowing,16,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
546_0,0,Farrowing,16,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
547_0,0,Farrowing,12,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
548_0,0,Farrowing,12,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
549_0,0,Farrowing,12,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
550_0,0,Farrowing,12,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
551_0,0,Farrowing,12,none,FALSE,TRUE,TRUE,none,none,none,none,none,none,NA,NA,NA
552_0,0,Farrowing,12,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
553_0,0,Farrowing,6,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
554_0,0,Farrowing,6,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
555_0,0,Farrowing,6,none,FALSE,TRUE,TRUE,none,none,none,none,none,none,NA,NA,NA
556_0,0,Farrowing,6,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
557_0,0,Farrowing,7,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
558_0,0,Farrowing,7,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
559_0,0,Farrowing,7,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
560_0,0,Farrowing,7,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
501_2,2,Farrowing,3,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
502_2,2,Farrowing,3,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,Identified as the source of 8 horizontal infection cases.
503_2,2,Farrowing,3,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
504_2,2,Farrowing,3,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
505_2,2,Farrowing,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
507_2,2,Farrowing,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
508_2,2,Farrowing,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
509_2,2,Farrowing,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
510_2,2,Farrowing,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
512_2,2,Farrowing,8,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
514_2,2,Farrowing,8,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
515_2,2,Farrowing,8,none,FALSE,FALSE,FALSE,none,none,1,Initial Infection,none,none,NA,NA,Born-viremic and remained so for the entire study but did not transmit the virus. Was re-infected with a different variant at 9 weeks.
516_2,2,Farrowing,10,none,FALSE,FALSE,FALSE,8,none,none,none,none,none,NA,NA,NA
517_2,2,Farrowing,18,none,FALSE,FALSE,FALSE,10,none,none,none,none,none,NA,NA,NA
518_2,2,Farrowing,18,2,FALSE,FALSE,FALSE,10,none,none,none,none,none,NA,NA,NA
519_2,2,Farrowing,18,2,FALSE,FALSE,TRUE,10,none,none,none,2,Persistent Infection,NA,NA,NA
520_2,2,Farrowing,18,2,FALSE,FALSE,TRUE,10,none,none,none,2,Persistent Infection,1,521_6,NA
521_2,2,Farrowing,18,2,FALSE,FALSE,FALSE,10,none,2,Initial Infection,none,none,NA,NA,NA
522_2,2,Farrowing,18,2,FALSE,FALSE,FALSE,10,none,2,Initial Infection,none,none,NA,NA,NA
523_2,2,Farrowing,13,none,FALSE,FALSE,FALSE,11,none,none,none,none,none,NA,NA,NA
524_2,2,Farrowing,13,none,FALSE,FALSE,FALSE,11,none,none,none,none,none,NA,NA,NA
525_2,2,Farrowing,12,none,FALSE,FALSE,FALSE,11,none,none,none,none,none,NA,NA,NA
526_2,2,Farrowing,14,5,TRUE,FALSE,FALSE,11,none,4,Initial Infection,none,none,NA,NA,NA
527_2,2,Farrowing,14,5,TRUE,FALSE,FALSE,11,none,4,Initial Infection,none,none,NA,NA,NA
528_2,2,Farrowing,11,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
530_2,2,Farrowing,2,none,FALSE,FALSE,FALSE,18,none,none,none,none,none,NA,NA,NA
533_2,2,Farrowing,18,2,TRUE,FALSE,FALSE,18,none,2,Initial Infection,none,none,NA,NA,NA
534_2,2,Farrowing,10,none,FALSE,FALSE,FALSE,18,none,none,none,none,none,NA,NA,NA
535_2,2,Farrowing,15,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
536_2,2,Farrowing,15,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
537_2,2,Farrowing,15,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
538_2,2,Farrowing,15,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
539_2,2,Farrowing,15,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
541_2,2,Farrowing,16,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
542_2,2,Farrowing,16,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
543_2,2,Farrowing,16,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
544_2,2,Farrowing,11,none,FALSE,FALSE,FALSE,16,none,none,none,none,none,NA,NA,NA
545_2,2,Farrowing,16,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
546_2,2,Farrowing,16,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
547_2,2,Farrowing,12,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
548_2,2,Farrowing,10,none,FALSE,FALSE,FALSE,12,none,none,none,none,none,NA,NA,NA
549_2,2,Farrowing,14,none,FALSE,FALSE,FALSE,12,none,none,none,none,none,NA,NA,NA
550_2,2,Farrowing,14,none,FALSE,FALSE,FALSE,12,none,none,none,none,none,NA,NA,NA
552_2,2,Farrowing,14,5,TRUE,FALSE,FALSE,12,none,4,Initial Infection,none,none,NA,NA,NA
553_2,2,Farrowing,6,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
554_2,2,Farrowing,6,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
556_2,2,Farrowing,6,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
557_2,2,Farrowing,3,none,FALSE,FALSE,FALSE,7,none,none,none,none,none,NA,NA,NA
558_2,2,Farrowing,7,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
559_2,2,Farrowing,3,none,FALSE,FALSE,FALSE,7,none,none,none,none,none,NA,NA,NA
560_2,2,Farrowing,7,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
561_2,2,Farrowing,17,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
562_2,2,Farrowing,17,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
563_2,2,Farrowing,17,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
564_2,2,Farrowing,9,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
565_2,2,Farrowing,9,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
566_2,2,Farrowing,9,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
567_2,2,Farrowing,5,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
568_2,2,Farrowing,5,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
569_2,2,Farrowing,5,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
570_2,2,Farrowing,2,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
571_2,2,Farrowing,2,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
572_2,2,Farrowing,2,none,FALSE,TRUE,FALSE,none,none,none,none,none,none,NA,NA,NA
501_3,3,Farrowing,3,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
502_3,3,Farrowing,3,4,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,Identified as the source of 8 horizontal infection cases.
503_3,3,Farrowing,3,4,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
504_3,3,Farrowing,3,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
505_3,3,Farrowing,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
507_3,3,Farrowing,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
508_3,3,Farrowing,4,99,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
509_3,3,Farrowing,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
510_3,3,Farrowing,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
512_3,3,Farrowing,8,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
514_3,3,Farrowing,8,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
515_3,3,Farrowing,8,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,Born-viremic and remained so for the entire study but did not transmit the virus. Was re-infected with a different variant at 9 weeks.
516_3,3,Farrowing,10,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
517_3,3,Farrowing,18,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
518_3,3,Farrowing,18,2,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
521_3,3,Farrowing,18,2,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
522_3,3,Farrowing,18,2,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
523_3,3,Farrowing,13,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
524_3,3,Farrowing,13,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
525_3,3,Farrowing,12,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
526_3,3,Farrowing,14,5,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
527_3,3,Farrowing,14,5,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
528_3,3,Farrowing,11,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
530_3,3,Farrowing,2,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
533_3,3,Farrowing,18,2,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
534_3,3,Farrowing,10,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
535_3,3,Farrowing,15,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
536_3,3,Farrowing,15,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
537_3,3,Farrowing,15,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
538_3,3,Farrowing,15,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
539_3,3,Farrowing,15,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
541_3,3,Farrowing,16,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
542_3,3,Farrowing,16,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
543_3,3,Farrowing,16,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
544_3,3,Farrowing,11,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
545_3,3,Farrowing,16,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
546_3,3,Farrowing,16,3,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
547_3,3,Farrowing,12,none,FALSE,FALSE,TRUE,none,none,none,none,none,none,NA,NA,NA
548_3,3,Farrowing,10,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
549_3,3,Farrowing,14,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
550_3,3,Farrowing,14,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
552_3,3,Farrowing,14,5,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
553_3,3,Farrowing,6,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
554_3,3,Farrowing,6,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
556_3,3,Farrowing,6,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
557_3,3,Farrowing,3,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
558_3,3,Farrowing,7,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
559_3,3,Farrowing,3,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
560_3,3,Farrowing,7,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
561_3,3,Farrowing,17,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
562_3,3,Farrowing,17,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
563_3,3,Farrowing,17,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
564_3,3,Farrowing,9,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
565_3,3,Farrowing,9,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
566_3,3,Farrowing,9,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
567_3,3,Farrowing,5,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
568_3,3,Farrowing,5,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
569_3,3,Farrowing,5,1,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
570_3,3,Farrowing,2,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
571_3,3,Farrowing,2,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
572_3,3,Farrowing,2,1,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
501_4,4,Nursery1,1,none,FALSE,FALSE,FALSE,3,none,none,none,none,none,NA,NA,NA
502_4,4,Nursery3,9,4,TRUE,FALSE,FALSE,3,none,none,none,1,Initial Infection,15,"502_6, 507_6, 523_6, 523_9, 538_9, 542_6, 542_9, 546_4, 547_6, 547_9, 558_6, 558_9, 560_6, 560_9, 570_6",Identified as the source of 8 horizontal infection cases. Set to initial infection from week 3 to week 4 due to data inconsistency
503_4,4,Nursery2,5,4,TRUE,FALSE,FALSE,3,none,none,none,1,Initial Infection,2,"503_6, 544_6",Set to initial infection from week 3 to week 4 due to data inconsistency
504_4,4,Nursery1,3,none,FALSE,FALSE,FALSE,NA,none,none,none,none,none,NA,NA,NA
505_4,4,Nursery1,1,none,FALSE,FALSE,FALSE,4,none,none,none,none,none,NA,NA,NA
507_4,4,Nursery3,9,none,FALSE,FALSE,FALSE,4,none,none,none,none,none,NA,NA,NA
508_4,4,Nursery2,6,99,TRUE,FALSE,FALSE,4,none,none,none,3,Initial Infection,1,508_6,Listed as initial infection at week <4 and >4. Only kept the value at week 4 to keep data consistent
509_4,4,Nursery3,11,none,FALSE,FALSE,FALSE,4,none,none,none,none,none,NA,NA,NA
510_4,4,Nursery2,6,none,FALSE,FALSE,FALSE,4,none,none,none,none,none,NA,NA,NA
512_4,4,Nursery3,12,none,FALSE,FALSE,FALSE,8,none,none,none,none,none,NA,NA,NA
514_4,4,Nursery1,4,none,FALSE,FALSE,FALSE,8,none,none,none,none,none,NA,NA,NA
515_4,4,Nursery1,4,none,FALSE,FALSE,FALSE,8,none,1,Persistent Infection,none,none,NA,NA,Born-viremic and remained so for the entire study but did not transmit the virus. Was re-infected with a different variant at 9 weeks.
516_4,4,Nursery2,6,none,FALSE,FALSE,FALSE,10,none,none,none,none,none,NA,NA,NA
518_4,4,Nursery3,12,2,FALSE,FALSE,FALSE,18,none,2,Initial Infection,none,none,NA,NA,NA
521_4,4,Nursery3,11,2,FALSE,FALSE,FALSE,18,none,2,Persistent Infection,none,none,NA,NA,NA
522_4,4,Nursery1,2,2,FALSE,FALSE,FALSE,18,none,2,Persistent Infection,none,none,NA,NA,NA
523_4,4,Nursery3,11,none,FALSE,FALSE,FALSE,13,none,none,none,none,none,NA,NA,NA
524_4,4,Nursery2,7,none,FALSE,FALSE,FALSE,13,none,none,none,none,none,NA,NA,NA
525_4,4,Nursery1,4,none,FALSE,FALSE,FALSE,12,none,none,none,none,none,NA,NA,NA
526_4,4,Nursery2,6,5,FALSE,FALSE,FALSE,14,none,4,Persistent Infection,none,none,NA,NA,NA
527_4,4,Nursery2,7,5,FALSE,FALSE,FALSE,14,none,4,Persistent Infection,none,none,NA,NA,NA
529_4,4,Nursery1,2,none,FALSE,FALSE,FALSE,NA,none,none,none,none,none,NA,NA,"529 is introduced at week 0, removed at week 2 and reintroduced at week 4. I set Introduced = FALSE as this is likely an error"
530_4,4,Nursery2,7,none,FALSE,FALSE,FALSE,2,none,none,none,none,none,NA,NA,NA
533_4,4,Nursery3,11,2,FALSE,FALSE,FALSE,18,none,none,none,2,Initial Infection,NA,NA,NA
534_4,4,Nursery2,6,none,FALSE,FALSE,FALSE,10,none,none,none,none,none,NA,NA,NA
535_4,4,Nursery3,11,none,FALSE,FALSE,FALSE,15,none,none,none,none,none,NA,NA,NA
536_4,4,Nursery1,3,none,FALSE,FALSE,FALSE,15,none,none,none,none,none,NA,NA,NA
537_4,4,Nursery3,12,none,FALSE,FALSE,FALSE,15,none,none,none,none,none,NA,NA,NA
538_4,4,Nursery3,12,none,FALSE,FALSE,FALSE,15,none,none,none,none,none,NA,NA,NA
539_4,4,Nursery1,3,none,FALSE,FALSE,FALSE,15,none,none,none,none,none,NA,NA,NA
541_4,4,Nursery1,3,none,FALSE,FALSE,FALSE,16,none,none,none,none,none,NA,NA,NA
542_4,4,Nursery3,9,none,FALSE,FALSE,FALSE,16,none,none,none,none,none,NA,NA,NA
543_4,4,Nursery1,1,none,FALSE,FALSE,FALSE,16,none,none,none,none,none,NA,NA,NA
544_4,4,Nursery2,5,none,FALSE,FALSE,FALSE,11,none,none,none,none,none,NA,NA,NA
545_4,4,Nursery2,8,none,FALSE,FALSE,FALSE,16,none,none,none,none,none,NA,NA,NA
546_4,4,Nursery3,10,3,TRUE,FALSE,FALSE,16,none,none,none,1,Initial Infection,15,"502_4, 502_6, 507_6, 523_6, 523_9, 538_9, 542_6, 542_9, 547_6, 547_9, 558_6, 558_9, 560_6, 560_9, 570_6",Listed as initial infection at week <4 and >4. Only kept the value at week 4 to keep data consistent
547_4,4,Nursery3,9,none,FALSE,FALSE,FALSE,12,none,none,none,none,none,NA,NA,NA
549_4,4,Nursery3,10,none,FALSE,FALSE,FALSE,14,none,none,none,none,none,NA,NA,NA
550_4,4,Nursery3,10,none,FALSE,FALSE,FALSE,14,none,none,none,none,none,NA,NA,NA
552_4,4,Nursery2,8,5,FALSE,FALSE,FALSE,14,none,none,none,3,Initial Infection,3,"526_6, 527_6, 552_6",NA
554_4,4,Nursery1,4,none,FALSE,FALSE,FALSE,6,none,none,none,none,none,NA,NA,NA
556_4,4,Nursery1,4,none,FALSE,FALSE,FALSE,6,none,none,none,none,none,NA,NA,NA
557_4,4,Nursery1,3,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
558_4,4,Nursery3,9,none,FALSE,FALSE,FALSE,7,none,none,none,none,none,NA,NA,NA
559_4,4,Nursery1,2,none,FALSE,FALSE,FALSE,3,none,none,none,none,none,NA,NA,NA
560_4,4,Nursery3,9,none,FALSE,FALSE,FALSE,7,none,none,none,none,none,NA,NA,NA
561_4,4,Nursery1,1,none,FALSE,FALSE,FALSE,17,none,none,none,none,none,NA,NA,NA
562_4,4,Nursery1,1,none,FALSE,FALSE,FALSE,17,none,none,none,none,none,NA,NA,NA
563_4,4,Nursery3,12,none,FALSE,FALSE,TRUE,17,none,none,none,none,none,NA,NA,NA
564_4,4,Nursery1,3,none,FALSE,FALSE,FALSE,9,none,none,none,none,none,NA,NA,NA
565_4,4,Nursery1,3,none,FALSE,FALSE,FALSE,9,none,none,none,none,none,NA,NA,NA
566_4,4,Nursery3,12,none,FALSE,FALSE,FALSE,9,none,none,none,none,none,NA,NA,NA
567_4,4,Nursery1,3,none,FALSE,FALSE,FALSE,5,none,none,none,none,none,NA,NA,NA
568_4,4,Nursery1,3,none,FALSE,FALSE,FALSE,5,none,none,none,none,none,NA,NA,NA
569_4,4,Nursery3,12,1,TRUE,FALSE,FALSE,5,none,none,none,2,Initial Infection,1,566_9,NA
570_4,4,Nursery3,9,none,FALSE,FALSE,FALSE,2,none,none,none,none,none,NA,NA,NA
571_4,4,Nursery2,8,none,FALSE,FALSE,FALSE,2,none,none,none,none,none,NA,NA,NA
572_4,4,Nursery3,12,1,TRUE,FALSE,FALSE,2,none,none,none,2,Initial Infection,1,566_6,NA
501_6,6,Nursery1,1,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
502_6,6,Nursery3,9,4,FALSE,FALSE,TRUE,none,none,none,none,1,Persistent Infection,15,"502_4, 507_6, 523_6, 523_9, 538_9, 542_6, 542_9, 546_4, 547_6, 547_9, 558_6, 558_9, 560_6, 560_9, 570_6",Identified as the source of 8 horizontal infection cases.
503_6,6,Nursery2,5,4,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,2,"503_4, 544_6",NA
